Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1jF7IL57ayN4Ity3jQqGu0,"Try","The Truth About Love","P!nk",2012-09-18,247911,82,false,gianspotify85,2025-01-24T15:07:57Z,"","RCA Records Label",0.674,0.628,2,-7.079,1,0.03,0.00144,0,0.0944,0.552,103.998,4
spotify:track:4Ub8UsjWuewQrPhuepfVpd,"Pompeii","All This Bad Blood","Bastille",2013-01-01,214147,76,false,gianspotify85,2025-01-24T15:07:57Z,"","EMI (Virgin)",0.679,0.715,9,-6.383,1,0.0407,0.0755,0,0.271,0.571,127.435,4
spotify:track:1oQZk2bKBLgP1cbuFKvjkq,"If I Were a Boy","I AM...SASHA FIERCE - Platinum Edition","Beyoncé",2008,249866,73,false,gianspotify85,2025-01-24T15:07:57Z,"","Music World Music/Columbia",0.63,0.504,6,-6.152,1,0.0334,0.0953,0,0.308,0.487,89.946,4
spotify:track:22UDw8rSfLbUsaAGTXQ4Z8,"American Boy","Shine","Estelle;Kanye West",2008-03-28,284733,5,true,gianspotify85,2025-01-24T15:07:57Z,"rap","Woah Dad!",0.727,0.729,0,-2.99,1,0.326,0.171,0,0.07,0.512,117.932,4
spotify:track:04aAxqtGp5pv12UXAg4pkq,"Centuries","American Beauty/American Psycho","Fall Out Boy",2015-01-16,228360,82,false,gianspotify85,2025-01-24T15:07:57Z,"emo,pop punk","Island Records",0.393,0.858,4,-2.868,0,0.0729,0.00359,0,0.102,0.56,176.042,4
spotify:track:3850dYVgOFIXJh5U4BFEWH,"Hung Up","Confessions on a Dance Floor","Madonna",2005-11-11,337733,79,false,gianspotify85,2025-01-24T15:07:57Z,"","Warner Records",0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,4
spotify:track:4NZvhN4bENiMBxlxyHujlZ,"Wavin' Flag - Coca-Cola® Celebration Mix","Troubadour (Champion Edition)","K'NAAN",2009,212506,55,false,gianspotify85,2025-01-24T15:07:57Z,"","Interscope Records*",0.59,0.8,0,-4.187,1,0.0591,0.315,0,0.0962,0.64,151.887,4
spotify:track:32OlwWuMpZ6b0aN2RZOeMS,"Uptown Funk (feat. Bruno Mars)","Uptown Special","Mark Ronson;Bruno Mars",2015-01-12,269658,85,false,gianspotify85,2025-01-24T15:07:57Z,"","Columbia",0.856,0.609,0,-7.223,1,0.0824,0.00801,0.0000815,0.0344,0.928,114.988,4
spotify:track:4kLLWz7srcuLKA7Et40PQR,"I Gotta Feeling","THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version]","Black Eyed Peas",2009-01-01,289133,83,false,gianspotify85,2025-01-24T15:07:57Z,"","Interscope",0.744,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.966,4
spotify:track:4S8d14HvHb70ImctNgVzQQ,"I Love It (& Lil Pump)","I Love It","Kanye West;Lil Pump",2018-09-07,127946,68,true,gianspotify85,2025-01-24T15:07:57Z,"rap","Getting Out Our Dreams, Inc./Def Jam Recordings",0.901,0.522,2,-8.304,1,0.33,0.0114,0,0.259,0.329,104.053,4
spotify:track:3clsCV1f1E9u1Fge9ntulk,"Alejandro","The Fame Monster (International Deluxe)","Lady Gaga",2009-11-18,274213,59,false,gianspotify85,2025-01-24T15:07:57Z,"art pop,pop","Streamline/Interscope",0.626,0.799,11,-6.612,0,0.0461,0.00036,0.00155,0.36,0.37,98.993,4
spotify:track:6b8Be6ljOzmkOmFslEb23P,"24K Magic","24K Magic","Bruno Mars",2016-11-17,225983,84,false,gianspotify85,2025-01-24T15:07:57Z,"","Atlantic Records",0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,4
spotify:track:2iuZJX9X9P0GKaE93xcPjk,"Sugar","V","Maroon 5",2014-09-02,235493,82,true,gianspotify85,2025-01-24T15:07:57Z,"pop","Interscope Records*",0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,4
spotify:track:0BCPKOYdS2jbQ8iyB56Zns,"Clocks","A Rush of Blood to the Head","Coldplay",2002-08-27,307879,86,false,gianspotify85,2025-01-24T15:07:57Z,"","Parlophone Records Limited",0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,4
spotify:track:3w3y8KPTfNeOKPiqUTakBh,"Locked out of Heaven","Unorthodox Jukebox","Bruno Mars",2012-12-07,233478,89,false,gianspotify85,2025-01-24T15:07:57Z,"","Atlantic Records",0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,4
spotify:track:0GNI8K3VATWBABQFAzBAYe,"Stay","Unapologetic (Deluxe)","Rihanna;Mikky Ekko",2012-12-11,240706,76,false,gianspotify85,2025-01-24T15:07:57Z,"","Def Jam Recordings",0.621,0.31,9,-10.164,0,0.0283,0.945,0.0000612,0.117,0.125,111.881,4
spotify:track:6VObnIkLVruX4UVyxWhlqm,"Skyfall","Skyfall","Adele",2012-10-04,286081,87,false,gianspotify85,2025-01-24T15:07:57Z,"soft pop","XL Recordings/Columbia",0.346,0.552,0,-6.864,0,0.0282,0.417,0,0.114,0.0789,75.881,4
spotify:track:62yJjFtgkhUrXktIoSjgP2,"Radioactive","Night Visions","Imagine Dragons",2012-09-04,186813,81,false,gianspotify85,2025-01-24T15:07:57Z,"","Kid Ina Korner / Interscope",0.448,0.784,9,-3.686,1,0.0625,0.0999,0.000108,0.668,0.237,136.239,4
spotify:track:34LmQQTM1kDf6teUK3g8HI,"It's Time","Night Visions (Deluxe)","Imagine Dragons",2012-09-04,237986,51,false,gianspotify85,2025-01-24T15:07:57Z,"","Kid Ina Korner / Interscope",0.656,0.884,2,-4.748,1,0.0372,0.016,0,0.145,0.858,105.009,4
spotify:track:5VC29kHMkzcaorzPKUqJbl,"Demons","Night Visions (Deluxe)","Imagine Dragons",2012-09-04,175200,58,false,gianspotify85,2025-01-24T15:07:57Z,"","Kid Ina Korner / Interscope",0.5,0.71,3,-3.015,1,0.0339,0.19,0.00025,0.329,0.419,89.929,4
spotify:track:05p7wWoGLZIhU0xqWnc9rJ,"On Top Of The World","Night Visions (Deluxe)","Imagine Dragons",2012-09-04,189840,52,false,gianspotify85,2025-01-24T15:07:57Z,"","Kid Ina Korner / Interscope",0.635,0.926,0,-5.589,1,0.15,0.0892,0.0000044,0.0928,0.771,100.043,4
spotify:track:58zsLZPvfflaiIbNWoA22O,"Human","Human (Deluxe)","Rag'n'Bone Man",2017-02-10,200192,78,false,gianspotify85,2025-01-24T15:07:57Z,"","Best Laid Plans/Columbia",0.602,0.707,9,-4.097,1,0.302,0.393,0,0.165,0.554,75.087,4
spotify:track:0c4IEciLCDdXEhhKxj4ThA,"Madness","The 2nd Law","Muse",2012-09-24,281040,69,false,gianspotify85,2025-01-24T15:07:57Z,"alternative rock,rock","Warner Records",0.502,0.417,10,-7.665,1,0.0718,0.127,0.00419,0.106,0.218,180.301,4
spotify:track:0O45fw2L5vsWpdsOdXwNAR,"SexyBack (feat. Timbaland)","FutureSex/LoveSounds","Justin Timberlake;Timbaland",2006-09-12,242733,86,true,gianspotify85,2025-01-24T15:07:57Z,"","Jive",0.967,0.583,7,-5.562,0,0.0789,0.0584,0,0.0519,0.964,117,4
spotify:track:0eqH0ALoDQevq59YcQ53KE,"Hollaback Girl","Love. Angel. Music. Baby.","Gwen Stefani",2004-11-12,199853,73,true,gianspotify85,2025-01-24T15:07:57Z,"","Interscope",0.926,0.916,10,-2.221,0,0.0929,0.35,0.00000601,0.0234,0.904,110.009,4
spotify:track:70ludZZEUJy1aFVkPI0Kpi,"Drop It Like It's Hot","R&G (Rhythm & Gangsta): The Masterpiece","Snoop Dogg;Pharrell Williams",2004-01-01,266066,1,true,gianspotify85,2025-01-24T15:07:57Z,"g-funk,west coast hip hop,gangster rap,old school hip hop,hip hop,rap","Geffen",0.892,0.628,1,-3.832,1,0.216,0.169,0,0.102,0.676,92.063,4
spotify:track:3yfqSUWxFvZELEM4PmlwIR,"The Real Slim Shady","The Marshall Mathers LP","Eminem",2000-05-23,284200,85,true,gianspotify85,2025-01-24T15:07:57Z,"rap,hip hop","Eminem Catalog PS",0.949,0.661,5,-4.244,0,0.0572,0.0302,0,0.0454,0.76,104.504,4
spotify:track:7wZUrN8oemZfsEd1CGkbXE,"Bleeding Love","Spirit","Leona Lewis",2007,262466,79,false,gianspotify85,2025-01-24T15:07:57Z,"","Syco Music UK",0.638,0.656,5,-5.886,1,0.0357,0.188,0,0.146,0.225,104.036,4
spotify:track:1vxw6aYJls2oq3gW0DujAo,"Crazy","St. Elsewhere","Gnarls Barkley;CeeLo Green;Danger Mouse",2007-12-01,177933,82,false,gianspotify85,2025-01-24T15:07:57Z,"","WM UK",0.866,0.537,8,-5.786,1,0.0335,0.053,0.0156,0.0866,0.643,111.987,4
spotify:track:0d28khcov6AiegSCpG5TuT,"Feel Good Inc.","Demon Days","Gorillaz;De La Soul",2005-05-23,222640,90,false,gianspotify85,2025-01-24T15:07:57Z,"jazz rap,east coast hip hop","Parlophone UK",0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,4
spotify:track:6lV2MSQmRIkycDScNtrBXO,"Airplanes (feat. Hayley Williams of Paramore)","B.o.B Presents: The Adventures of Bobby Ray","B.o.B;Hayley Williams",2010-04-27,180480,79,true,gianspotify85,2025-01-24T15:07:57Z,"art pop","Rebel Rock/Grand Hustle/Atlantic",0.66,0.867,6,-4.285,0,0.116,0.11,0,0.0368,0.377,93.033,4
spotify:track:7vFoFDWqTX0mHzLfrF1Cfy,"Cheerleader (Felix Jaehn Remix) - Radio Edit","Me 4 U","OMI;Felix Jaehn",2015-10-16,180565,81,false,gianspotify85,2025-01-24T15:07:57Z,"tropical house","Ultra Records, LLC",0.782,0.685,4,-6.237,1,0.0309,0.166,0.0000118,0.16,0.603,118.02,4
spotify:track:60nZcImufyMA1MKQY3dcCH,"Happy - From ""Despicable Me 2""","G I R L","Pharrell Williams",2014-03-03,233306,80,false,gianspotify85,2025-01-24T15:07:57Z,"","Columbia",0.647,0.822,5,-4.662,0,0.183,0.219,0,0.0908,0.962,160.019,4
spotify:track:0RZyUsKfiC7MtiGKatCtGc,"Misery","Hands All Over (Revised International Standard version)","Maroon 5",2010,216200,68,false,gianspotify85,2025-01-24T15:07:57Z,"pop","Interscope Records*",0.703,0.81,4,-4.874,0,0.0425,0.000315,0,0.216,0.726,102.981,4
spotify:track:3s4U7OHV7gnj42VV72eSZ6,"Rather Be (feat. Jess Glynne)","Rather Be (feat. Jess Glynne)","Clean Bandit;Jess Glynne",2014-01-17,227833,74,false,gianspotify85,2025-01-24T15:07:57Z,"","Atlantic Records",0.799,0.586,11,-6.735,1,0.0377,0.162,0.00000203,0.193,0.549,120.97,4
spotify:track:1gLJyv9IKK32JoAYf7rLra,"Gasolina","Gasolina","Daddy Yankee",2004-07-13,192560,1,false,gianspotify85,2025-01-24T15:07:57Z,"reggaeton,latin","El Cartel Records",0.853,0.808,0,-6.494,1,0.0575,0.331,0.00000544,0.0643,0.729,96.02,4
spotify:track:3GpbwCm3YxiWDvy29Uo3vP,"Right Round","R.O.O.T.S. (Route of Overcoming the Struggle)","Flo Rida;Kesha",2009-03-23,204640,83,false,gianspotify85,2025-01-24T15:07:57Z,"","Poe Boy/Atlantic",0.72,0.672,7,-6.852,1,0.0551,0.009,0,0.232,0.705,124.986,4
spotify:track:60PAzFNW3vAiAiVK6DRJfB,"Day 'N' Nite (Nightmare)","Man On The Moon: The End Of Day (Int'l Version)","Kid Cudi",2009-01-01,221240,72,false,gianspotify85,2025-01-24T15:07:57Z,"","Kid Cudi/Universal Records",0.88,0.443,11,-6.359,0,0.0653,0.462,0.00000713,0.122,0.803,138.018,4
spotify:track:34dx8DACTJsc3rsJdaEIQw,"Papaoutai","racine carrée","Stromae",2013-01-01,232146,76,false,gianspotify85,2025-01-24T15:07:57Z,"french pop","Universal Music Distributed Labels",0.732,0.809,10,-7.264,0,0.0878,0.0266,0,0.0642,0.253,116.015,4
spotify:track:2GYHyAoLWpkxLVa4oYTVko,"Alors on danse - Radio Edit","Cheese","Stromae",2010-01-01,206066,79,false,gianspotify85,2025-01-24T15:07:57Z,"french pop","Universal Music Distributed Labels",0.79,0.593,1,-9.204,0,0.0776,0.0983,0.00202,0.065,0.72,119.958,4
spotify:track:3oVVFLLZPuRepSkcwgQ294,"Mr. Saxobeat","Mr. Saxobeat","Masove;Brendan Mills;Tess Burrstone",2021-05-07,158709,51,false,gianspotify85,2025-01-24T15:07:57Z,"tropical house","Soave Records",0.508,0.874,7,-4.871,1,0.087,0.0725,0.0000119,0.0422,0.432,120.347,4
spotify:track:0TDLuuLlV54CkRRUOahJb4,"Titanium (feat. Sia)","Nothing but the Beat (Ultimate Edition)","David Guetta;Sia",2012-12-07,245040,84,false,gianspotify85,2025-01-24T15:07:57Z,"edm","Parlophone (France)",0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,4
spotify:track:4ij6X5V2IPJPZLafCrEolK,"Who's That Chick","Who's That Chick","Dawell;No ExpressioN",2023-04-27,201904,28,false,gianspotify85,2025-01-24T15:07:57Z,"stutter house","Soave Records",0.744,0.947,11,-4.536,0,0.0591,0.0645,0.00466,0.473,0.586,125.984,4
spotify:track:0JhKJg5ejeQ8jq89UQtnw8,"Levels - Radio Edit","Levels","Avicii",2011-10-28,199903,8,false,gianspotify85,2025-01-24T15:07:57Z,"edm","Virgin",0.62,0.881,1,-5.851,0,0.0372,0.0585,0.714,0.311,0.415,126.035,4
spotify:track:6YUTL4dYpB9xZO5qExPf05,"Summer","Motion","Calvin Harris",2014-10-31,222533,83,false,gianspotify85,2025-01-24T15:07:57Z,"edm","Columbia",0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,4
spotify:track:0RVajnhXdSdHu7hB8ZZRb1,"We Found Love","We Found Love","Coffeeshop;Aadish Sheth;Makenzie Reilly",2023-03-23,150000,25,false,gianspotify85,2025-01-24T15:07:57Z,"slap house","Soave Records",0.675,0.904,6,-3.993,1,0.064,0.0109,0.000291,0.543,0.338,127.947,4
spotify:track:4LVDnRxfljiEerC26z3JW4,"Pursuit Of Happiness (nightmare)","Man On The Moon: The End Of Day (Deluxe)","Kid Cudi;MGMT;Ratatat",2009-01-01,295293,48,false,gianspotify85,2025-01-24T15:07:57Z,"indie","Kid Cudi/Universal Records",0.632,0.605,0,-8.73,1,0.0385,0.453,0.000194,0.291,0.25,115.281,4
spotify:track:2DRJ8zX1cHBr2DyVJNcQhu,"Spectrum (Say My Name)","Spectrum (Say My Name)","Anthony Keyrouz",2021-03-19,157619,47,false,gianspotify85,2025-01-24T15:07:57Z,"slap house","Soave Records",0.494,0.756,11,-5.189,0,0.174,0.019,0.00000555,0.27,0.459,125.448,4
spotify:track:2tftivjRsvKs0jFH9h3Ti8,"Hangover","TY.O (International Version)","Taio Cruz;Flo Rida",2011-01-01,244906,1,true,gianspotify85,2025-01-24T15:07:57Z,"","Universal Music Group",0.599,0.885,3,-3.232,1,0.0463,0.00892,0,0.0699,0.576,128.048,4
spotify:track:2U8NXPTXZWG2O0ye2sYRiH,"I Love It (feat. Charli XCX)","THIS IS... ICONA POP","Icona Pop;Charli xcx",2013-08-23,157152,76,true,gianspotify85,2025-01-24T15:07:57Z,"hyperpop,art pop","Record Company TEN/Big Beat/ATL",0.711,0.906,8,-2.671,1,0.0284,0.00952,0.0000164,0.153,0.824,125.916,4
spotify:track:3DamFFqW32WihKkTVlwTYQ,"Fireflies","Ocean Eyes","Owl City",2009-01-01,228346,79,false,gianspotify85,2025-01-24T15:07:57Z,"","Universal Records",0.512,0.662,3,-6.797,1,0.0439,0.0275,0,0.118,0.472,180.114,4
spotify:track:0D2VYiRlBv43asKUgieZaM,"Jubel - Radio Edit","Jubel (Radio Edit)","Klingande",2013-11-01,201626,49,false,gianspotify85,2025-01-24T15:07:57Z,"tropical house,deep house","Jive Epic",0.686,0.524,0,-7.251,1,0.0343,0.649,0.0569,0.14,0.0951,124.938,4
spotify:track:6habFhsOp2NvshLv26DqMb,"Despacito","VIDA","Luis Fonsi;Daddy Yankee",2019-02-01,229360,81,false,gianspotify85,2025-01-24T15:07:57Z,"latin,reggaeton","UMLE - Latino",0.655,0.797,2,-4.787,1,0.153,0.198,0,0.067,0.839,177.928,4
spotify:track:2JzZzZUQj3Qff7wapcbKjc,"See You Again (feat. Charlie Puth)","See You Again (feat. Charlie Puth)","Wiz Khalifa;Charlie Puth",2015,229525,84,false,gianspotify85,2025-01-24T15:07:57Z,"rap,soft pop,pop","Atlantic Records",0.689,0.481,10,-7.503,1,0.0815,0.369,0.00000103,0.0649,0.283,80.025,4
spotify:track:06KyNuuMOX1ROXRhj787tj,"We Don't Talk Anymore (feat. Selena Gomez)","Nine Track Mind","Charlie Puth;Selena Gomez",2016-01-29,217706,80,false,gianspotify85,2025-01-24T15:07:57Z,"soft pop,pop","Artist Partner",0.728,0.563,1,-8.053,0,0.134,0.621,0,0.179,0.352,100.017,4
spotify:track:3cHyrEgdyYRjgJKSOiOtcS,"Timber","Global Warming: Meltdown (Deluxe Version)","Pitbull;Kesha",2012,204134,83,false,gianspotify85,2025-01-24T15:07:57Z,"","Mr.305/Polo Grounds Music/RCA Records",0.581,0.963,11,-4.087,1,0.0981,0.0295,0,0.139,0.788,129.992,4
spotify:track:2LEF1A8DOZ9wRYikWgVlZ8,"Good Feeling","Wild Ones","Flo Rida",2012-06-22,248133,80,false,gianspotify85,2025-01-24T15:07:57Z,"","Poe Boy/Atlantic",0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,4
spotify:track:1NpW5kyvO4XrNJ3rnfcNy3,"Wild Ones (feat. Sia)","Wild Ones","Flo Rida;Sia",2012-06-22,232946,81,false,gianspotify85,2025-01-24T15:07:57Z,"","Poe Boy/Atlantic",0.608,0.86,5,-5.324,0,0.0554,0.0991,0,0.262,0.437,127.075,4
spotify:track:127uq83uGFapbddqiMUKky,"Sexy Bitch (feat. Akon)","One More Love","David Guetta;Akon",2010-11-22,195853,64,true,gianspotify85,2025-01-24T15:07:57Z,"edm","Parlophone (France)",0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,4
